year,location,educational_qualification,field_of_study,gender,age_group,population_group,median_income,number_graduates
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,West Asian,48700.0,20.0
2017,Ontario,"Career, technical or professional training diploma",Humanities [3],Man,15 to 34 years,Not a visible minority,38800.0,120.0
2017,Ontario,"Career, technical or professional training diploma",Humanities [3],Woman,15 to 34 years,Not a visible minority,30800.0,120.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Black,55900.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Chinese,60600.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Filipino,44400.0,70.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,60600.0,730.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,South Asian,62100.0,110.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Southeast Asian,48200.0,20.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,35 to 64 years,Chinese,81900.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,35 to 64 years,Not a visible minority,66400.0,60.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Woman,15 to 34 years,Not a visible minority,48100.0,130.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Woman,15 to 34 years,South Asian,50400.0,40.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Woman,35 to 64 years,Chinese,79700.0,20.0
2017,Ontario,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Woman,35 to 64 years,Not a visible minority,44900.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Arab,36300.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Black,44100.0,160.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Chinese,40600.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Filipino,43000.0,90.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Latin American,48100.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Multiple visible minorities,44200.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Not a visible minority,45700.0,1520.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,South Asian,37100.0,150.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Southeast Asian,39100.0,20.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,West Asian,41100.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,35 to 64 years,Not a visible minority,60200.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,Arab,40500.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,Black,30100.0,140.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,Chinese,31300.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,Filipino,39400.0,70.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,Latin American,31300.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,Multiple visible minorities,30900.0,40.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,Not a visible minority,36500.0,1630.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,South Asian,37300.0,60.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,"Visible minority, n.i.e.",36500.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,35 to 64 years,Black,54600.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,35 to 64 years,Not a visible minority,31600.0,80.0
2017,Ontario,"Career, technical or professional training diploma",Physical and life sciences and technologies [6],Man,15 to 34 years,Black,32600.0,20.0
2017,Ontario,"Career, technical or professional training diploma",Physical and life sciences and technologies [6],Man,15 to 34 years,Not a visible minority,38300.0,80.0
2017,Ontario,"Career, technical or professional training diploma",Physical and life sciences and technologies [6],Woman,15 to 34 years,Not a visible minority,46600.0,140.0
2017,Ontario,"Career, technical or professional training diploma",Physical and life sciences and technologies [6],Woman,15 to 34 years,South Asian,40000.0,40.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Man,15 to 34 years,Black,32400.0,90.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Man,15 to 34 years,Filipino,45500.0,30.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Man,15 to 34 years,Latin American,34000.0,30.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,42600.0,720.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Man,15 to 34 years,South Asian,41800.0,50.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Man,35 to 64 years,Not a visible minority,40500.0,80.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Arab,28500.0,90.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Black,39200.0,390.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Chinese,45600.0,120.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Filipino,43700.0,120.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Korean,42600.0,20.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Latin American,43700.0,130.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Multiple visible minorities,37600.0,70.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,41600.0,3600.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,South Asian,34900.0,280.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Southeast Asian,33100.0,40.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,"Visible minority, n.i.e.",44000.0,60.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,West Asian,33900.0,70.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,35 to 64 years,Arab,43900.0,50.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,35 to 64 years,Black,47200.0,240.0
2017,Ontario,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,35 to 64 years,Chinese,43400.0,40.0
